注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD02659,2024-12-13,C0547,P009,タブレット,電子機器,50000,3,150000,0,0,150000,京都,クレジットカード
ORD02660,2024-11-14,C0742,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,クレジットカード
ORD02661,2024-12-02,C0270,P010,スマートフォン,電子機器,80000,3,240000,15,36000,204000,福岡,銀行振込
ORD02662,2024-10-13,C0738,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,札幌,コンビニ払い
ORD02663,2024-04-05,C0374,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,福岡,銀行振込
ORD02664,2024-05-05,C0829,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,福岡,クレジットカード
ORD02665,2024-02-10,C0512,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,広島,クレジットカード
ORD02666,2024-07-10,C0798,P005,USBメモリ,記憶媒体,2000,2,4000,15,600,3400,広島,代引き
ORD02667,2024-09-12,C0601,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,札幌,代引き
ORD02668,2024-04-12,C0380,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,京都,代引き
ORD02669,2024-07-20,C0796,P007,プリンター,周辺機器,25000,3,75000,20,15000,60000,広島,クレジットカード
ORD02670,2024-08-08,C0081,P004,マウス,周辺機器,3000,2,6000,0,0,6000,名古屋,代引き
ORD02671,2024-05-26,C0715,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,東京,代引き
ORD02672,2024-11-12,C0835,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,仙台,銀行振込
ORD02673,2024-07-23,C0806,P010,スマートフォン,電子機器,80000,1,80000,10,8000,72000,仙台,コンビニ払い
ORD02674,2024-07-22,C0116,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,福岡,クレジットカード
ORD02675,2024-08-20,C0377,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,大阪,代引き
ORD02676,2024-04-02,C0054,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,銀行振込
ORD02677,2024-05-06,C0309,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,仙台,代引き
ORD02678,2024-04-19,C0423,P001,ノートPC,電子機器,120000,4,480000,10,48000,432000,福岡,コンビニ払い
ORD02679,2024-04-25,C0547,P002,モニター,電子機器,35000,1,35000,0,0,35000,大阪,コンビニ払い
ORD02680,2024-09-28,C0955,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,大阪,クレジットカード
ORD02681,2024-07-07,C0939,P009,タブレット,電子機器,50000,2,100000,0,0,100000,札幌,代引き
ORD02682,2024-03-21,C0757,P004,マウス,周辺機器,3000,2,6000,0,0,6000,名古屋,コンビニ払い
ORD02683,2024-09-15,C0865,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,京都,クレジットカード
ORD02684,2024-02-27,C0891,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,東京,コンビニ払い
ORD02685,2024-06-23,C0474,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,京都,銀行振込
ORD02686,2024-10-22,C0417,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,福岡,銀行振込
ORD02687,2024-08-27,C0933,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,東京,クレジットカード
ORD02688,2024-11-18,C0955,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,大阪,クレジットカード
ORD02689,2024-07-07,C0675,P006,外付けHDD,記憶媒体,10000,3,30000,20,6000,24000,東京,クレジットカード
ORD02690,2024-01-13,C0747,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,名古屋,クレジットカード
ORD02691,2024-06-07,C0679,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,福岡,クレジットカード
ORD02692,2024-08-05,C0233,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,大阪,銀行振込
ORD02693,2024-07-22,C0507,P009,タブレット,電子機器,50000,3,150000,0,0,150000,名古屋,クレジットカード
ORD02694,2024-04-11,C0638,P002,モニター,電子機器,35000,2,70000,5,3500,66500,仙台,代引き
ORD02695,2024-12-29,C0181,P003,キーボード,周辺機器,8000,3,24000,15,3600,20400,東京,銀行振込
ORD02696,2024-10-21,C0131,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,仙台,代引き
ORD02697,2024-12-03,C0174,P004,マウス,周辺機器,3000,1,3000,5,150,2850,名古屋,コンビニ払い
ORD02698,2024-04-26,C0618,P010,スマートフォン,電子機器,80000,2,160000,10,16000,144000,名古屋,クレジットカード
ORD02699,2024-05-27,C0801,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,仙台,銀行振込
ORD02700,2024-03-07,C0090,P004,マウス,周辺機器,3000,2,6000,5,300,5700,仙台,クレジットカード
ORD02701,2024-08-28,C0565,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,京都,クレジットカード
ORD02702,2024-09-18,C0510,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,大阪,銀行振込
ORD02703,2024-04-12,C0015,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,京都,クレジットカード
ORD02704,2024-03-20,C0661,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,福岡,銀行振込
ORD02705,2024-12-27,C0946,P002,モニター,電子機器,35000,2,70000,15,10500,59500,札幌,代引き
ORD02706,2024-07-25,C0454,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,札幌,銀行振込
ORD02707,2024-03-15,C0146,P004,マウス,周辺機器,3000,1,3000,0,0,3000,名古屋,クレジットカード
ORD02708,2024-11-20,C0260,P002,モニター,電子機器,35000,3,105000,0,0,105000,名古屋,代引き
ORD02709,2024-10-13,C0183,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,仙台,コンビニ払い
ORD02710,2024-01-30,C0346,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,福岡,代引き
ORD02711,2024-12-01,C0854,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,京都,銀行振込
ORD02712,2024-02-04,C0279,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,コンビニ払い
ORD02713,2024-05-21,C0498,P002,モニター,電子機器,35000,1,35000,0,0,35000,仙台,銀行振込
ORD02714,2024-10-13,C0332,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,名古屋,クレジットカード
ORD02715,2024-12-03,C0179,P002,モニター,電子機器,35000,1,35000,15,5250,29750,広島,クレジットカード
ORD02716,2024-09-17,C0235,P005,USBメモリ,記憶媒体,2000,3,6000,5,300,5700,京都,代引き
ORD02717,2024-07-16,C0810,P002,モニター,電子機器,35000,2,70000,10,7000,63000,京都,クレジットカード
ORD02718,2024-07-04,C0075,P006,外付けHDD,記憶媒体,10000,2,20000,20,4000,16000,名古屋,クレジットカード
ORD02719,2024-07-07,C0074,P002,モニター,電子機器,35000,2,70000,10,7000,63000,大阪,代引き
ORD02720,2024-06-17,C0584,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,大阪,コンビニ払い
ORD02721,2024-10-30,C0462,P004,マウス,周辺機器,3000,3,9000,0,0,9000,京都,代引き
ORD02722,2024-04-04,C0831,P001,ノートPC,電子機器,120000,4,480000,0,0,480000,名古屋,クレジットカード
ORD02723,2024-05-09,C0683,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,東京,クレジットカード
ORD02724,2024-11-14,C0747,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,大阪,銀行振込
ORD02725,2024-06-06,C0250,P002,モニター,電子機器,35000,1,35000,10,3500,31500,広島,コンビニ払い
ORD02726,2024-08-24,C0416,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,東京,コンビニ払い
ORD02727,2024-04-20,C0503,P002,モニター,電子機器,35000,2,70000,5,3500,66500,京都,銀行振込
ORD02728,2024-02-10,C0449,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,広島,クレジットカード
ORD02729,2024-08-23,C0987,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,京都,コンビニ払い
ORD02730,2024-06-29,C0964,P004,マウス,周辺機器,3000,3,9000,0,0,9000,札幌,銀行振込
ORD02731,2024-02-29,C0337,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,札幌,銀行振込
ORD02732,2024-01-16,C0653,P009,タブレット,電子機器,50000,3,150000,10,15000,135000,仙台,銀行振込
ORD02733,2024-04-29,C0163,P002,モニター,電子機器,35000,2,70000,0,0,70000,大阪,クレジットカード
ORD02734,2024-06-29,C0827,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,広島,代引き
ORD02735,2024-05-24,C0819,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,札幌,コンビニ払い
ORD02736,2024-01-04,C0431,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,京都,コンビニ払い
ORD02737,2024-06-05,C0509,P005,USBメモリ,記憶媒体,2000,3,6000,5,300,5700,広島,代引き
ORD02738,2024-10-20,C0946,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,札幌,クレジットカード
ORD02739,2024-08-02,C0437,P004,マウス,周辺機器,3000,2,6000,0,0,6000,東京,代引き
ORD02740,2024-06-18,C0251,P001,ノートPC,電子機器,120000,1,120000,5,6000,114000,仙台,代引き
ORD02741,2024-12-23,C0039,P004,マウス,周辺機器,3000,2,6000,5,300,5700,広島,代引き
ORD02742,2024-10-16,C0986,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,京都,コンビニ払い
ORD02743,2024-02-10,C0666,P002,モニター,電子機器,35000,3,105000,10,10500,94500,仙台,銀行振込
ORD02744,2024-10-18,C0211,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,東京,代引き
ORD02745,2024-10-30,C0184,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,仙台,代引き
ORD02746,2024-02-26,C0474,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,銀行振込
ORD02747,2024-08-06,C0874,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,仙台,代引き
ORD02748,2024-09-25,C0782,P010,スマートフォン,電子機器,80000,5,400000,10,40000,360000,仙台,コンビニ払い
ORD02749,2024-06-27,C0254,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,札幌,代引き
ORD02750,2024-05-14,C0315,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,札幌,クレジットカード
ORD02751,2024-06-05,C0584,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,福岡,銀行振込
ORD02752,2024-12-27,C0462,P005,USBメモリ,記憶媒体,2000,2,4000,20,800,3200,札幌,銀行振込
ORD02753,2024-10-21,C0018,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,名古屋,銀行振込
ORD02754,2024-04-24,C0513,P001,ノートPC,電子機器,120000,5,600000,0,0,600000,広島,銀行振込
ORD02755,2024-11-05,C0590,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,札幌,クレジットカード
ORD02756,2024-05-07,C0916,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,京都,銀行振込
ORD02757,2024-02-01,C0780,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,東京,コンビニ払い
ORD02758,2024-06-16,C0198,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,札幌,コンビニ払い
ORD02759,2024-07-08,C0136,P006,外付けHDD,記憶媒体,10000,2,20000,20,4000,16000,名古屋,クレジットカード
ORD02760,2024-05-05,C0285,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,広島,代引き
ORD02761,2024-07-14,C0229,P002,モニター,電子機器,35000,1,35000,20,7000,28000,東京,クレジットカード
ORD02762,2024-03-13,C0798,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,大阪,銀行振込
ORD02763,2024-08-24,C0542,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,広島,銀行振込
ORD02764,2024-06-18,C0987,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,東京,コンビニ払い
ORD02765,2024-02-10,C0968,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,大阪,代引き
ORD02766,2024-12-27,C0194,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,札幌,代引き
ORD02767,2024-07-22,C0075,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,福岡,代引き
ORD02768,2024-01-25,C0196,P004,マウス,周辺機器,3000,2,6000,0,0,6000,広島,銀行振込
ORD02769,2024-12-09,C0200,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,札幌,コンビニ払い
ORD02770,2024-05-29,C0213,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,大阪,クレジットカード
ORD02771,2024-06-03,C0732,P004,マウス,周辺機器,3000,3,9000,5,450,8550,広島,コンビニ払い
ORD02772,2024-10-03,C0811,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,仙台,銀行振込
ORD02773,2024-10-18,C0983,P005,USBメモリ,記憶媒体,2000,2,4000,10,400,3600,東京,銀行振込
ORD02774,2024-11-30,C0449,P002,モニター,電子機器,35000,3,105000,5,5250,99750,札幌,クレジットカード
ORD02775,2024-08-26,C0310,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,福岡,代引き
ORD02776,2024-01-30,C0813,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,仙台,クレジットカード
ORD02777,2024-03-24,C0967,P003,キーボード,周辺機器,8000,3,24000,10,2400,21600,札幌,コンビニ払い
ORD02778,2024-07-19,C0770,P006,外付けHDD,記憶媒体,10000,1,10000,15,1500,8500,仙台,銀行振込
ORD02779,2024-04-11,C0157,P004,マウス,周辺機器,3000,1,3000,10,300,2700,福岡,クレジットカード
ORD02780,2024-03-10,C0411,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,大阪,銀行振込
ORD02781,2024-04-14,C0225,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,福岡,代引き
ORD02782,2024-07-28,C0752,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,大阪,コンビニ払い
ORD02783,2024-08-21,C0877,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,広島,銀行振込
ORD02784,2024-09-01,C0769,P010,スマートフォン,電子機器,80000,5,400000,0,0,400000,仙台,銀行振込
ORD02785,2024-01-30,C0216,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,東京,クレジットカード
ORD02786,2024-03-29,C0570,P004,マウス,周辺機器,3000,3,9000,10,900,8100,札幌,コンビニ払い
ORD02787,2024-03-28,C0278,P004,マウス,周辺機器,3000,1,3000,0,0,3000,名古屋,クレジットカード
ORD02788,2024-03-06,C0070,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,東京,クレジットカード
ORD02789,2024-08-20,C0300,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,東京,代引き
ORD02790,2024-01-30,C0939,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,札幌,コンビニ払い
ORD02791,2024-02-22,C0329,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,札幌,コンビニ払い
ORD02792,2024-02-24,C0948,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,札幌,クレジットカード
ORD02793,2024-07-16,C0233,P006,外付けHDD,記憶媒体,10000,3,30000,20,6000,24000,京都,銀行振込
ORD02794,2024-12-12,C0348,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,大阪,銀行振込
ORD02795,2024-03-20,C0822,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,仙台,コンビニ払い
ORD02796,2024-07-20,C0937,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,名古屋,銀行振込
ORD02797,2024-09-05,C0463,P004,マウス,周辺機器,3000,3,9000,0,0,9000,大阪,銀行振込
ORD02798,2024-02-21,C0049,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,大阪,コンビニ払い
ORD02799,2024-09-19,C0705,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,広島,クレジットカード
ORD02800,2024-12-08,C0884,P002,モニター,電子機器,35000,2,70000,0,0,70000,京都,代引き
ORD02801,2024-12-21,C0613,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,名古屋,代引き
ORD02802,2024-02-23,C0258,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,仙台,銀行振込
ORD02803,2024-11-02,C0506,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,大阪,銀行振込
ORD02804,2024-03-30,C0767,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,札幌,銀行振込
ORD02805,2024-04-22,C0168,P009,タブレット,電子機器,50000,4,200000,0,0,200000,東京,代引き
ORD02806,2024-05-28,C0385,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,コンビニ払い
ORD02807,2024-12-13,C0606,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,広島,銀行振込
ORD02808,2024-04-09,C0208,P001,ノートPC,電子機器,120000,5,600000,0,0,600000,札幌,代引き
ORD02809,2024-06-03,C0515,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,京都,代引き
ORD02810,2024-01-07,C0824,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,名古屋,クレジットカード
ORD02811,2024-07-10,C0785,P010,スマートフォン,電子機器,80000,3,240000,15,36000,204000,仙台,クレジットカード
ORD02812,2024-11-09,C0509,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,札幌,銀行振込
ORD02813,2024-07-22,C0164,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,仙台,コンビニ払い
ORD02814,2024-04-29,C0944,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,京都,コンビニ払い
ORD02815,2024-06-12,C0581,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,クレジットカード
ORD02816,2024-08-02,C0556,P002,モニター,電子機器,35000,2,70000,0,0,70000,大阪,銀行振込
ORD02817,2024-11-05,C0587,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,銀行振込
ORD02818,2024-10-30,C0331,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,広島,銀行振込
ORD02819,2024-01-22,C0324,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,銀行振込
ORD02820,2024-08-11,C0662,P004,マウス,周辺機器,3000,2,6000,0,0,6000,広島,銀行振込
ORD02821,2024-11-14,C0044,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,広島,コンビニ払い
ORD02822,2024-02-08,C0639,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,東京,代引き
ORD02823,2024-02-19,C0229,P004,マウス,周辺機器,3000,1,3000,0,0,3000,東京,クレジットカード
ORD02824,2024-05-19,C0722,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,名古屋,クレジットカード
ORD02825,2024-11-24,C0097,P002,モニター,電子機器,35000,1,35000,0,0,35000,名古屋,クレジットカード
ORD02826,2024-07-09,C0729,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,仙台,銀行振込
ORD02827,2024-08-10,C0512,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,広島,代引き
ORD02828,2024-01-05,C0544,P002,モニター,電子機器,35000,3,105000,0,0,105000,仙台,代引き
ORD02829,2024-10-11,C0317,P009,タブレット,電子機器,50000,1,50000,5,2500,47500,札幌,銀行振込
ORD02830,2024-12-10,C0182,P001,ノートPC,電子機器,120000,1,120000,15,18000,102000,京都,コンビニ払い
ORD02831,2024-11-22,C0852,P009,タブレット,電子機器,50000,2,100000,0,0,100000,仙台,代引き
ORD02832,2024-07-17,C0767,P007,プリンター,周辺機器,25000,2,50000,15,7500,42500,札幌,クレジットカード
ORD02833,2024-11-01,C0223,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,札幌,銀行振込
ORD02834,2024-02-27,C0829,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,名古屋,銀行振込
ORD02835,2024-02-08,C0313,P004,マウス,周辺機器,3000,1,3000,0,0,3000,大阪,クレジットカード
ORD02836,2024-05-25,C0545,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,福岡,クレジットカード
ORD02837,2024-05-24,C0792,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,大阪,クレジットカード
ORD02838,2024-08-29,C0846,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,広島,代引き
ORD02839,2024-10-21,C0527,P009,タブレット,電子機器,50000,1,50000,0,0,50000,福岡,クレジットカード
ORD02840,2024-10-08,C0897,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,広島,コンビニ払い
ORD02841,2024-07-28,C0724,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,東京,クレジットカード
ORD02842,2024-01-03,C0553,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,仙台,銀行振込
ORD02843,2024-10-05,C0004,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,仙台,クレジットカード
ORD02844,2024-06-16,C0908,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,福岡,クレジットカード
ORD02845,2024-06-30,C0948,P009,タブレット,電子機器,50000,3,150000,0,0,150000,広島,銀行振込
ORD02846,2024-12-03,C0062,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,京都,コンビニ払い
ORD02847,2024-09-30,C0775,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,広島,銀行振込
ORD02848,2024-04-26,C0904,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,銀行振込
ORD02849,2024-04-19,C0518,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,仙台,クレジットカード
ORD02850,2024-11-19,C0408,P009,タブレット,電子機器,50000,2,100000,0,0,100000,京都,クレジットカード
ORD02851,2024-05-06,C0989,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,クレジットカード
ORD02852,2024-02-08,C0811,P004,マウス,周辺機器,3000,1,3000,10,300,2700,名古屋,銀行振込
ORD02853,2024-04-25,C0690,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,福岡,代引き
ORD02854,2024-04-05,C0746,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,大阪,コンビニ払い
ORD02855,2024-06-15,C0505,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,広島,クレジットカード
ORD02856,2024-11-29,C0846,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,名古屋,クレジットカード
ORD02857,2024-11-21,C0877,P009,タブレット,電子機器,50000,3,150000,0,0,150000,札幌,銀行振込
ORD02858,2024-02-08,C0622,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,京都,コンビニ払い
ORD02859,2024-02-29,C0361,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,広島,銀行振込
ORD02860,2024-10-04,C0183,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,東京,銀行振込
ORD02861,2024-12-25,C0713,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,広島,コンビニ払い
ORD02862,2024-03-28,C0850,P010,スマートフォン,電子機器,80000,3,240000,10,24000,216000,大阪,銀行振込
ORD02863,2024-06-14,C0632,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,名古屋,代引き
ORD02864,2024-06-15,C0688,P004,マウス,周辺機器,3000,3,9000,0,0,9000,広島,クレジットカード
ORD02865,2024-08-15,C0883,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,東京,コンビニ払い
ORD02866,2024-05-17,C0422,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,広島,代引き
ORD02867,2024-02-02,C0406,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,京都,クレジットカード
ORD02868,2024-10-14,C0469,P001,ノートPC,電子機器,120000,5,600000,10,60000,540000,札幌,コンビニ払い
ORD02869,2024-05-10,C0872,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,札幌,コンビニ払い
ORD02870,2024-05-21,C0822,P002,モニター,電子機器,35000,3,105000,0,0,105000,札幌,クレジットカード
ORD02871,2024-07-29,C0860,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,京都,代引き
ORD02872,2024-04-15,C0550,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,大阪,コンビニ払い
ORD02873,2024-05-29,C0272,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,札幌,代引き
ORD02874,2024-01-06,C0826,P010,スマートフォン,電子機器,80000,1,80000,10,8000,72000,広島,クレジットカード
ORD02875,2024-06-16,C0168,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,広島,銀行振込
ORD02876,2024-08-22,C0297,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,東京,クレジットカード
ORD02877,2024-10-05,C0854,P003,キーボード,周辺機器,8000,2,16000,10,1600,14400,札幌,代引き
ORD02878,2024-09-23,C0570,P002,モニター,電子機器,35000,2,70000,0,0,70000,福岡,クレジットカード
ORD02879,2024-06-17,C0565,P008,スキャナー,周辺機器,20000,2,40000,10,4000,36000,福岡,コンビニ払い
ORD02880,2024-05-14,C0426,P002,モニター,電子機器,35000,3,105000,0,0,105000,福岡,クレジットカード
ORD02881,2024-03-17,C0049,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,東京,銀行振込
ORD02882,2024-01-24,C0779,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,広島,クレジットカード
ORD02883,2024-10-30,C0018,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,仙台,コンビニ払い
ORD02884,2024-05-29,C0786,P002,モニター,電子機器,35000,3,105000,0,0,105000,福岡,コンビニ払い
ORD02885,2024-10-04,C0584,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,東京,コンビニ払い
ORD02886,2024-01-10,C0166,P002,モニター,電子機器,35000,3,105000,5,5250,99750,広島,クレジットカード
ORD02887,2024-01-16,C0438,P002,モニター,電子機器,35000,3,105000,0,0,105000,仙台,クレジットカード
ORD02888,2024-01-25,C0311,P004,マウス,周辺機器,3000,2,6000,0,0,6000,札幌,銀行振込
ORD02889,2024-11-03,C0496,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,札幌,代引き
ORD02890,2024-08-04,C0169,P009,タブレット,電子機器,50000,2,100000,0,0,100000,札幌,クレジットカード
ORD02891,2024-07-12,C0332,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,仙台,コンビニ払い
ORD02892,2024-09-01,C0787,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,名古屋,銀行振込
ORD02893,2024-04-02,C0340,P002,モニター,電子機器,35000,5,175000,0,0,175000,福岡,銀行振込
ORD02894,2024-11-21,C0265,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,京都,代引き
ORD02895,2024-09-02,C0296,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,仙台,代引き
ORD02896,2024-11-01,C0335,P004,マウス,周辺機器,3000,3,9000,5,450,8550,名古屋,クレジットカード
ORD02897,2024-04-28,C0007,P009,タブレット,電子機器,50000,2,100000,0,0,100000,京都,クレジットカード
ORD02898,2024-03-11,C0224,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,大阪,銀行振込
ORD02899,2024-12-25,C0759,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,福岡,コンビニ払い
ORD02900,2024-03-06,C0952,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,京都,銀行振込
ORD02901,2024-11-23,C0507,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,名古屋,コンビニ払い
ORD02902,2024-05-18,C0750,P009,タブレット,電子機器,50000,3,150000,10,15000,135000,福岡,代引き
ORD02903,2024-10-11,C0568,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,仙台,銀行振込
